centile,observations,WM-hypointensities,Right-Lateral-Ventricle,Right-Amygdala,CortexVol
0.05,4,963.6005138391802,1636.4504339308987,1245.0056749416942,471845.6990649864
0.05,954,816.217788279678,2561.4793479234413,1521.3894372514892,489739.9053641398
0.05,972,652.0518215966866,1266.6464049635406,1289.2140634903103,438391.6188263454
0.05,426,735.3047019662213,2167.552514502361,1580.4712598614767,436690.4404034554
0.05,833,354.99685677535956,994.6663163846642,1350.364114436671,424784.3211058464
0.05,961,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
0.05,83,-139.48279536425753,-62.14307871339406,1324.1310947124114,368330.67255106044
0.05,222,386.68050760788526,1012.7895219868278,1313.0233787331351,420104.61460365384
0.05,55,-467.05770759757775,2542.002939583658,1070.7324694496497,334986.91330940794
0.05,1062,108.89678303620167,879.7854427353113,1338.8183371987877,429732.1359828397
0.05,793,358.8471586847204,997.3783789403224,1611.7345679337648,449372.75498053955
0.05,707,-229.32101836482275,2073.8240627963387,1524.2526192952994,424248.82832201925
0.05,771,145.72228381400373,1008.1810413115845,1338.5160646988975,506563.0580456107
0.05,172,521.9366668798967,2241.4193738528093,1537.8696409277097,480390.3777570621
0.05,994,417.1621154800006,1484.909206408377,1353.7139018421738,437003.85008487303
0.05,622,-91.70941790578672,57.985487507064136,1372.6605694396987,404684.31063205533
0.05,572,104.17129549584456,-370.56460141554544,1479.507197073298,366026.71578630497
0.05,352,550.4913345531093,935.6379873057613,1350.7092725502175,396269.7441001705
0.05,749,-283.0720992946558,3928.3868647630457,1280.7961890179847,406301.62729393615
0.05,554,-283.6592020048365,2134.0863867528433,1717.7130804888034,413664.156302645
0.05,760,353.9910932471265,1043.4397507137091,1352.5621356085378,426951.6078721967
0.05,240,383.004411082257,1027.13166034391,1314.2141425025861,422287.75484541006
0.05,28,-133.36021591782014,3812.514439957227,1133.6041380663128,363548.00371139846
0.05,368,571.2745453113652,811.2053575846976,1346.6782021471265,383244.83735879906
0.05,130,533.2881267097362,2290.138770828513,1543.4336085010364,478103.7518381263
0.05,575,498.9921455900984,1880.8389617229586,1672.264856303035,436546.0791103928
0.05,933,657.730249613581,1272.002213966838,1289.5669115893763,436175.3032946118
